<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
EURRUB,D,20210523,000000,89.6470000,89.7600000,89.5050000,89.5747000,333
EURRUB,D,20210524,000000,89.5785000,90.1678000,89.4540000,89.6733000,542113
EURRUB,D,20210525,000000,89.6489000,90.1310000,89.5560000,89.9253000,583416
EURRUB,D,20210526,000000,89.9253000,90.1603000,89.5018000,89.5509000,540023
EURRUB,D,20210527,000000,89.5896000,89.8200000,89.3593000,89.4367000,566410
EURRUB,D,20210528,000000,89.4793000,89.7263000,88.9769000,89.2110000,544479
EURRUB,D,20210530,000000,89.3260000,89.4020000,88.9671000,89.0529000,920
EURRUB,D,20210531,000000,89.2374000,89.8610000,89.0767000,89.7850000,301003
EURRUB,D,20210601,000000,89.7852000,90.0720000,89.3694000,89.7946000,572237
EURRUB,D,20210602,000000,89.7880000,90.0179000,89.1307000,89.2969000,586399
EURRUB,D,20210603,000000,89.2982000,89.3680000,88.6592000,88.7818000,568181
EURRUB,D,20210604,000000,88.6587000,89.0090000,88.4482000,88.4950000,502930
EURRUB,D,20210606,000000,88.6290000,89.0610000,88.5430000,88.7240000,71
EURRUB,D,20210607,000000,88.8720000,88.9085000,88.3660000,88.7350000,404023
EURRUB,D,20210608,000000,88.7280000,88.7872000,87.8474000,87.9138000,499165
EURRUB,D,20210609,000000,87.9469000,88.3550000,87.5500000,88.0227000,425071
EURRUB,D,20210610,000000,88.0191000,88.1460000,87.2278000,87.3118000,543381
EURRUB,D,20210611,000000,87.3098000,87.5380000,86.8360000,87.1380000,504508
EURRUB,D,20210613,000000,87.0940000,87.4110000,87.0665000,87.2241000,201
EURRUB,D,20210614,000000,87.2251000,87.6625000,87.0405000,87.2411000,330800
EURRUB,D,20210615,000000,87.2411000,87.7162000,86.9534000,87.4066000,455016
EURRUB,D,20210616,000000,87.5940000,87.6020000,86.7693000,86.9850000,549425
EURRUB,D,20210617,000000,86.8220000,87.1519000,85.8968000,86.0210000,683029
EURRUB,D,20210618,000000,86.3150000,86.5096000,85.6800000,86.2580000,830727
EURRUB,D,20210620,000000,86.3240000,86.4990000,86.0260000,86.4630000,118
EURRUB,D,20210621,000000,86.4470000,87.2615000,86.1670000,87.1200000,666234
EURRUB,D,20210622,000000,86.9573000,87.3010000,86.8020000,86.8964000,570822
EURRUB,D,20210623,000000,86.8932000,87.0890000,86.4280000,86.6840000,599436
EURRUB,D,20210624,000000,86.6490000,86.6860000,85.9950000,86.1674000,570291
EURRUB,D,20210625,000000,86.1674000,86.4230000,85.9860000,86.1990000,470235
EURRUB,D,20210627,000000,86.1520000,86.2850000,85.9750000,86.2720000,100
EURRUB,D,20210628,000000,86.2540000,86.2790000,85.8840000,85.9998000,383491
EURRUB,D,20210629,000000,86.0168000,86.7527000,85.7621000,86.5250000,521409
EURRUB,D,20210630,000000,86.5230000,87.0621000,86.3600000,86.6150000,629027
EURRUB,D,20210701,000000,86.6590000,87.1720000,86.1881000,86.9574000,694044
EURRUB,D,20210702,000000,86.9632000,87.2069000,86.5963000,86.7100000,645404
EURRUB,D,20210704,000000,86.7000000,86.9450000,86.6338000,86.7196000,269
EURRUB,D,20210705,000000,86.7158000,87.2913000,86.5702000,87.0450000,407197
EURRUB,D,20210706,000000,87.0155000,88.4080000,86.6660000,88.0090000,560617
EURRUB,D,20210707,000000,88.0500000,88.2927000,87.3800000,88.0500000,681649
EURRUB,D,20210708,000000,88.0910000,89.0403000,87.6692000,88.3830000,874754
EURRUB,D,20210709,000000,88.5140000,88.5590000,87.8724000,88.3010000,609159
EURRUB,D,20210711,000000,88.0960000,88.3350000,88.0430000,88.1880000,59
EURRUB,D,20210712,000000,88.1740000,88.7775000,88.0260000,88.1349000,6404
EURRUB,D,20210713,000000,88.2530000,88.3220000,87.3098000,87.4370000,6871
EURRUB,D,20210714,000000,87.4489000,88.0490000,87.2428000,87.6485000,7023
EURRUB,D,20210715,000000,87.6776000,87.9210000,87.4309000,87.7774000,7019
EURRUB,D,20210716,000000,87.7764000,87.9330000,87.3014000,87.3790000,6695
EURRUB,D,20210718,000000,87.6330000,87.8550000,87.3288000,87.4130000,159
EURRUB,D,20210719,000000,87.4420000,88.3526000,87.3760000,87.9261000,844359
EURRUB,D,20210720,000000,87.9261000,88.1460000,87.4228000,87.5043000,775621
EURRUB,D,20210721,000000,87.4828000,87.7100000,86.9890000,87.1550000,678158
EURRUB,D,20210722,000000,87.0691000,87.3309000,86.5570000,86.6527000,711314
EURRUB,D,20210723,000000,86.6527000,86.9673000,86.4605000,86.9010000,579240
EURRUB,D,20210725,000000,86.9060000,86.9060000,86.3810000,86.6430000,107
EURRUB,D,20210726,000000,86.7540000,87.4410000,86.6040000,86.8927000,6195
EURRUB,D,20210727,000000,87.0070000,87.3530000,86.8118000,87.0694000,6676
EURRUB,D,20210728,000000,87.0749000,87.1820000,86.6353000,87.0060000,716963
EURRUB,D,20210729,000000,87.0090000,87.1480000,86.6990000,86.9022000,575785
EURRUB,D,20210730,000000,86.9060000,87.2841000,86.3940000,86.7450000,664148
EURRUB,D,20210801,000000,86.8040000,87.6050000,86.5870000,86.7480000,82
EURRUB,D,20210802,000000,86.7560000,87.0350000,86.3312000,86.5815000,6450
EURRUB,D,20210803,000000,86.5731000,86.8730000,86.2250000,86.4950000,6679
EURRUB,D,20210804,000000,86.4902000,86.7592000,86.2119000,86.5822000,6381
EURRUB,D,20210805,000000,86.5785000,86.7390000,86.3635000,86.4846000,6860
EURRUB,D,20210806,000000,86.4827000,86.6340000,86.2129000,86.4520000,6506
EURRUB,D,20210808,000000,86.2310000,86.4680000,86.1200000,86.3035000,245
EURRUB,D,20210809,000000,86.3011000,86.5646000,86.1220000,86.3775000,125619
EURRUB,D,20210810,000000,86.3775000,86.7617000,86.1220000,86.5200000,506913
EURRUB,D,20210811,000000,86.5401000,86.8711000,85.9520000,86.0957000,553020
EURRUB,D,20210812,000000,86.2180000,86.4397000,85.9619000,86.2248000,454152
EURRUB,D,20210813,000000,86.2249000,86.4700000,86.0880000,86.3210000,466426
EURRUB,D,20210815,000000,86.4910000,86.4970000,86.2472000,86.2696000,4253
EURRUB,D,20210816,000000,86.2696000,86.5811000,86.1122000,86.3230000,497539
EURRUB,D,20210817,000000,86.2120000,86.6073000,85.9802000,86.1084000,593527
EURRUB,D,20210818,000000,86.0857000,86.5230000,85.8500000,86.3612000,494778
EURRUB,D,20210819,000000,86.3617000,87.1567000,86.1220000,86.6609000,737374
EURRUB,D,20210820,000000,86.6646000,87.0688000,86.4960000,86.8960000,590992
EURRUB,D,20210822,000000,86.8770000,86.9230000,86.5890000,86.6995000,183
EURRUB,D,20210823,000000,86.7020000,87.0900000,86.5640000,86.9435000,483352
EURRUB,D,20210824,000000,86.9037000,87.0954000,86.5473000,86.5651000,475607
EURRUB,D,20210825,000000,86.6020000,87.0788000,86.4280000,86.9270000,470354
EURRUB,D,20210826,000000,86.8520000,87.5280000,86.7000000,87.2113000,533433
EURRUB,D,20210827,000000,87.2458000,87.3470000,86.5044000,86.6160000,356366
EURRUB,D,20210829,000000,86.6380000,86.8300000,86.4120000,86.6300000,91
EURRUB,D,20210830,000000,86.6560000,86.9377000,86.4043000,86.4893000,396193
EURRUB,D,20210831,000000,86.4893000,86.8711000,86.2920000,86.4555000,530842
EURRUB,D,20210901,000000,86.5600000,86.7460000,86.1900000,86.3708000,506361
EURRUB,D,20210902,000000,86.4470000,86.8320000,86.0880000,86.3830000,425648
EURRUB,D,20210903,000000,86.7430000,86.7660000,86.1900000,86.5040000,312029
EURRUB,D,20210905,000000,86.5050000,86.6450000,86.2500000,86.4627000,2356
EURRUB,D,20210906,000000,86.4631000,86.7650000,86.2237000,86.6009000,340617
EURRUB,D,20210907,000000,86.6009000,87.1050000,86.4620000,86.8842000,542887
EURRUB,D,20210908,000000,86.8834000,86.9511000,86.2360000,86.4460000,623022
EURRUB,D,20210909,000000,86.3870000,86.6720000,85.9650000,86.1360000,642939
EURRUB,D,20210910,000000,86.1630000,86.5312000,85.9578000,86.3430000,530755
EURRUB,D,20210912,000000,86.4260000,86.4730000,86.0940000,86.3590000,114
EURRUB,D,20210913,000000,86.2800000,86.3600000,85.5971000,85.6920000,547862
EURRUB,D,20210914,000000,85.7740000,86.2735000,85.6460000,85.9625000,631286
EURRUB,D,20210915,000000,85.9331000,86.5690000,85.2000000,85.2744000,578679
EURRUB,D,20210916,000000,85.3504000,85.5195000,84.9730000,85.1693000,539515
EURRUB,D,20210917,000000,85.2820000,85.6534000,85.1110000,85.4530000,502103
EURRUB,D,20210919,000000,85.4720000,85.5250000,85.2790000,85.4370000,101
EURRUB,D,20210920,000000,85.5200000,86.4740000,85.1640000,85.8840000,643598
EURRUB,D,20210921,000000,86.5842000,86.5843000,85.4080000,85.5200000,623706
EURRUB,D,20210922,000000,85.5870000,85.7240000,85.1443000,85.3080000,519568
EURRUB,D,20210923,000000,85.3010000,85.5744000,84.9660000,85.2348000,619919
EURRUB,D,20210924,000000,85.2511000,85.7504000,85.0406000,85.5510000,485557
EURRUB,D,20210926,000000,85.1700000,85.4900000,85.0560000,85.0970000,164
EURRUB,D,20210927,000000,85.0783000,85.3360000,84.7027000,84.7787000,516756
EURRUB,D,20210928,000000,84.8100000,85.2988000,84.4900000,85.0126000,729318
EURRUB,D,20210929,000000,85.0126000,85.1590000,84.3594000,84.3921000,584453
EURRUB,D,20210930,000000,84.3918000,84.5680000,83.9680000,84.0512000,705376
EURRUB,D,20211001,000000,84.1920000,84.8574000,83.9765000,84.3240000,716106
EURRUB,D,20211003,000000,84.3440000,84.4270000,84.1552000,84.3094000,201
EURRUB,D,20211004,000000,84.4560000,84.7898000,83.9712000,84.1228000,722200
EURRUB,D,20211005,000000,84.0704000,84.2999000,83.6800000,83.7761000,682430
EURRUB,D,20211006,000000,83.7761000,84.0129000,83.4518000,83.6016000,815518
EURRUB,D,20211007,000000,83.5921000,83.7340000,82.6880000,82.9326000,616450
EURRUB,D,20211008,000000,82.9383000,83.3236000,82.7200000,83.1100000,632229
EURRUB,D,20211010,000000,83.1080000,83.1920000,82.9261000,82.9788000,3026
EURRUB,D,20211011,000000,82.9788000,83.2350000,82.6926000,82.9837000,459133
EURRUB,D,20211012,000000,82.9837000,83.2990000,82.5980000,82.7981000,642697
EURRUB,D,20211013,000000,82.7987000,83.6250000,82.7155000,83.4944000,604571
EURRUB,D,20211014,000000,83.4931000,83.6552000,82.6240000,82.7010000,531722
EURRUB,D,20211015,000000,82.7010000,82.9206000,82.1925000,82.4860000,549811
EURRUB,D,20211017,000000,82.3400000,82.5800000,82.1880000,82.2733000,478
EURRUB,D,20211018,000000,82.2738000,82.8340000,82.0820000,82.6848000,551418
EURRUB,D,20211019,000000,82.6231000,82.8884000,82.1550000,82.3612000,541203
EURRUB,D,20211020,000000,82.3778000,82.7664000,82.1900000,82.4588000,515779
EURRUB,D,20211021,000000,82.4595000,82.9822000,82.4000000,82.6032000,553791
EURRUB,D,20211022,000000,82.5803000,82.7330000,81.1499000,81.7140000,632302
EURRUB,D,20211024,000000,81.6930000,81.9960000,81.5110000,81.6880000,307
EURRUB,D,20211025,000000,81.8121000,82.1160000,80.8000000,80.8870000,594777
EURRUB,D,20211026,000000,80.9391000,81.0140000,80.3817000,80.4140000,585246
EURRUB,D,20211027,000000,80.4680000,82.0270000,80.3350000,81.8220000,407981
EURRUB,D,20211028,000000,81.8030000,82.2060000,81.3818000,81.8890000,461642
EURRUB,D,20211029,000000,81.8890000,82.4480000,81.6950000,81.9610000,416384
EURRUB,D,20211031,000000,80.8820000,82.1400000,80.8300000,81.8537000,235
EURRUB,D,20211101,000000,81.8720000,83.1050000,81.6660000,82.9980000,331932
EURRUB,D,20211102,000000,83.0030000,83.5060000,82.6880000,82.8270000,378968
EURRUB,D,20211103,000000,82.8260000,83.9710000,82.6059000,83.1960000,326980
EURRUB,D,20211104,000000,83.2236000,83.4230000,82.0480000,82.5450000,84874
EURRUB,D,20211105,000000,82.4499000,83.1399000,81.6960000,82.4630000,177880
EURRUB,D,20211107,000000,82.1540000,82.4920000,81.9100000,82.0450000,250
EURRUB,D,20211108,000000,82.3820000,82.7260000,82.1767000,82.4408000,338622
EURRUB,D,20211109,000000,82.4600000,82.7510000,81.7600000,81.9630000,259143
EURRUB,D,20211110,000000,81.9630000,82.1580000,81.5308000,81.7540000,414491
EURRUB,D,20211111,000000,81.7520000,82.6000000,81.2480000,81.8730000,321551
EURRUB,D,20211112,000000,81.8740000,83.7710000,81.7280000,83.3820000,386292
EURRUB,D,20211114,000000,83.6680000,83.6680000,82.8910000,83.1960000,140
EURRUB,D,20211115,000000,83.0711000,83.3560000,82.2380000,82.2920000,373758
EURRUB,D,20211116,000000,82.2920000,83.4120000,82.2587000,82.6864000,441203
EURRUB,D,20211117,000000,82.6862000,82.8820000,81.6960000,82.1090000,421455
EURRUB,D,20211118,000000,82.1090000,83.1960000,82.0172000,83.0061000,381966
EURRUB,D,20211119,000000,83.0270000,83.1590000,82.3355000,82.9960000,485973
EURRUB,D,20211121,000000,82.9510000,83.1590000,82.4980000,82.6890000,225
EURRUB,D,20211122,000000,82.7340000,84.5290000,82.4643000,84.2243000,530554
EURRUB,D,20211123,000000,84.2360000,84.6700000,83.3081000,83.4540000,552586
EURRUB,D,20211124,000000,83.4540000,84.0130000,83.1960000,83.8395000,500843
EURRUB,D,20211125,000000,83.9140000,84.0330000,83.3060000,83.3060000,244889
EURRUB,D,20211126,000000,83.5930000,85.7190000,83.5780000,85.5930000,619272
EURRUB,D,20211128,000000,85.8180000,85.8180000,84.7670000,84.9030000,2977
EURRUB,D,20211129,000000,84.9030000,85.0800000,83.6060000,84.0360000,527652
EURRUB,D,20211130,000000,84.0360000,85.2220000,83.3920000,83.9840000,661623
EURRUB,D,20211201,000000,83.9300000,84.2140000,83.4150000,83.7530000,511884
EURRUB,D,20211202,000000,83.7100000,84.1760000,82.8780000,83.1790000,545421
EURRUB,D,20211203,000000,83.1780000,83.7200000,82.8969000,83.6860000,512778
EURRUB,D,20211205,000000,83.3480000,83.6534000,83.1310000,83.3130000,161
EURRUB,D,20211206,000000,83.4620000,84.0040000,82.8800000,83.8342000,429901
EURRUB,D,20211207,000000,83.8690000,84.2590000,82.9440000,83.4230000,413208
EURRUB,D,20211208,000000,83.4400000,83.6380000,82.8969000,83.2710000,387445
EURRUB,D,20211209,000000,83.6320000,83.6320000,82.8310000,83.1060000,282166
EURRUB,D,20211210,000000,83.1050000,83.3620000,82.5446000,83.0470000,313633
EURRUB,D,20211212,000000,83.0570000,83.1130000,82.9181000,83.0310000,105
EURRUB,D,20211213,000000,83.0190000,83.2420000,82.5873000,82.8316000,291501
EURRUB,D,20211214,000000,82.8410000,83.3120000,82.6240000,82.9781000,311593
EURRUB,D,20211215,000000,83.0150000,83.7360000,82.9320000,83.0436000,386950
EURRUB,D,20211216,000000,83.1002000,83.7400000,82.8691000,83.7400000,375190
EURRUB,D,20211217,000000,83.5630000,83.8730000,83.1818000,83.2090000,341861
EURRUB,D,20211219,000000,83.3570000,83.4590000,83.0390000,83.3970000,106
EURRUB,D,20211220,000000,83.4020000,84.0000000,83.1060000,83.4340000,364596
EURRUB,D,20211221,000000,83.4340000,83.8120000,83.1526000,83.8110000,311815
EURRUB,D,20211222,000000,83.8200000,84.7600000,82.9066000,83.3154000,276700
EURRUB,D,20211223,000000,83.3146000,83.5450000,82.7848000,82.9640000,270890
EURRUB,D,20211224,000000,82.9237000,83.4600000,82.8244000,83.3420000,267180
EURRUB,D,20211226,000000,83.2998000,83.3540000,82.7200000,83.0350000,117
EURRUB,D,20211227,000000,83.0330000,83.4340000,82.6560000,83.1410000,209618
EURRUB,D,20211228,000000,83.1620000,83.5230000,82.9000000,83.3300000,200491
EURRUB,D,20211229,000000,83.3190000,84.2780000,83.0009000,84.0790000,258399
EURRUB,D,20211230,000000,84.0380000,85.1630000,83.7968000,84.4430000,298926
EURRUB,D,20211231,000000,84.1460000,85.6330000,84.0790000,85.3770000,117912
EURRUB,D,20220102,000000,85.1490000,85.5420000,84.9680000,85.0930000,96
EURRUB,D,20220103,000000,84.9760000,85.2989000,83.7550000,83.7870000,124545
EURRUB,D,20220104,000000,84.1480000,85.3020000,84.0194000,84.8443000,315125
EURRUB,D,20220105,000000,84.8425000,86.9310000,84.6840000,86.5580000,385038
EURRUB,D,20220106,000000,86.6240000,87.4760000,85.9604000,86.1980000,474328
EURRUB,D,20220107,000000,86.0570000,86.4710000,85.0340000,85.7130000,304601
EURRUB,D,20220109,000000,85.9770000,86.0570000,85.5421000,85.5564000,139
EURRUB,D,20220110,000000,85.5505000,86.0530000,84.6370000,84.6951000,370852
EURRUB,D,20220111,000000,84.7174000,85.2180000,84.3580000,84.5419000,316124
EURRUB,D,20220112,000000,84.5700000,85.6070000,84.4290000,85.2180000,352288
EURRUB,D,20220113,000000,85.2180000,87.8060000,85.1480000,87.3160000,416362
EURRUB,D,20220114,000000,87.3545000,88.1570000,86.6539000,87.0170000,517569
EURRUB,D,20220116,000000,87.0180000,87.4320000,86.9141000,86.9792000,187
EURRUB,D,20220117,000000,86.9807000,87.7740000,86.0540000,86.9260000,382091
EURRUB,D,20220118,000000,86.9040000,87.4030000,86.4639000,87.1880000,603667
EURRUB,D,20220119,000000,87.1890000,87.3970000,85.9443000,86.5390000,519562
EURRUB,D,20220120,000000,86.5410000,87.1760000,86.0970000,86.6190000,405975
EURRUB,D,20220121,000000,86.6400000,88.4310000,86.4685000,88.0310000,444026
EURRUB,D,20220123,000000,87.7700000,88.0100000,87.5987000,87.7430000,319
EURRUB,D,20220124,000000,87.7430000,89.9390000,87.0644000,89.0630000,596829
EURRUB,D,20220125,000000,88.9247000,89.4730000,88.4225000,89.0010000,565717
EURRUB,D,20220126,000000,89.0040000,90.7110000,88.7250000,89.2330000,638004
EURRUB,D,20220127,000000,89.2430000,89.4450000,86.1650000,86.9126000,518006
EURRUB,D,20220128,000000,86.9157000,87.3650000,86.1196000,87.2770000,564031
EURRUB,D,20220130,000000,86.7890000,87.0898000,86.6350000,87.0501000,225
EURRUB,D,20220131,000000,87.0594000,87.0750000,86.1978000,86.6530000,411978
EURRUB,D,20220201,000000,86.7371000,87.1750000,85.8909000,86.4330000,447502
